,id_book,name_book
2562,616.6/М333-153020,"матвеева.г.мужскоездоровьемонография/а.г.матвеев,2001.-300c."
2563,616.6/М866-734488,"мочекаменнаяболезнь:современныеметодыдиагностикиилеченияруководство/ю.г.аляев[идр.];ред.:ю.г.аляев,2010.-224с."
2565,616.6/Н582-130572,"нефрологияучебноепособиедляпослевузовскогообразования/ред.е.м.шилов,2007.-688с."
2569,616.6/О-280-623060,"общаяидетскаяурология-андрологияучебноепособиедлястудентов4курса,обучающихсяпоосновнымобразовательнымпрограммам–программамспециалитетапоспециальностям""лечебноедело""и""педиатрия""/а.в.гудков[идр.];рец.г.в.слизовский,2020.-108с."
2571,616.6/О280-884714,"общаяидетскаяурология-андрология.сборниктестовыхзаданийиситуационныхзадачучебноепособиедлястудентов4курса,обучающихсяпоосновнымобразовательнымпрограммам–программамспециалитетапоспециальностям""лечебноедело""и""педиатрия""/а.в.гудков[идр.];рец.г.в.слизовский,2020.-66с."
2573,616.6/Р982-198533830,"рябов,сергейиванович.болезнипочекруководстводляврачей/с.и.рябов,1982.-432с."
2574,616.6/С137-630180,"савченко,николайевсеевич.урологиядляобщепрактикующеговрачасправочноепособие/н.е.савченко,1999.-272с."
2575,616.6/С921-008240,"схемылечения.урологиясправочникдляпрактическихврачей/н.к.дзеранов[идр.];подред.н.а.лопаткина,т.с.перепановой,2014.-144с."
2576,616.6/У715-197867,"урология.2007[текст]/ред.н.а.лопаткин,2007.-368с."
2578,616.6/У715-281742,"урологияучебникдлястудентовмедицинскихвузов/ред.н.а.лопаткин,2005.-520с."
2582,616.61(075)/П693-727772,"практическоеруководствопонефрологииучебноепособие/с.а.петров,г.а.ящиковская;ред.а.с.чиж,2001.-639с."
2585,616.61/Д440-740955,"диагностикаилечениеболезнейпочекруководстводляврачей/н.а.мухин[идр.],2008.-384с."
2587,616.7/M97-494385,"musculoskeletalimagingacorereview/ed.paulj.spicer[etal.],2015.-221p."
2591,616.71-001.5-08/К524-823545,"ключевский,вячеславвасильевич.скелетноевытяжениемонография/в.в.ключевский,1991.-157с."
2593,616.71-002-053./В290-146664,"венгеровский,исааксоломонович.остеомиелитудетеймонография/и.с.венгеровский,1964.-271с."
2595,616.71/Б448-299194,"беляков,валерийвикторович.спондилогенныеболевыесиндромы(структуральныеифункциональныеаспекты)монография/в.в.беляков,2014.-240с.;[4]л.ил.с."
2596,616.71/Д259-154614,"девятова.а.чрескостныйостесинтезмонография/а.а.девятов;ред.в.в.ремизов,1990.-313с."
2598,616.71/К603-250316,"колесов,сергейвасильевич.хирургиядеформацийпозвоночникамонография/с.в.колесов;ред.с.п.миронов,2014.-272с."
2599,616.71/К637-595381,"компьютерно-томографическаяморфометрияиденситометрияпридегенеративныхзаболеванияхиостеопорозепозвоночникамонография/в.в.щедренок[идр.];подред.в.в.щедренка,2014.-291с."
2601,616.71/О588-892387,"онкоморфологиячелюстно-лицевойобластиучебноепособиедлястудентоввысшихмедицинскихобразовательныхучреждений,обучающихсяпоспециальности""стоматология""/м.в.завьялова[идр.];рец.и.в.суходоло,2015.-66с."
2603,616.71/Т139-992209,"тазин,ивандмитриевич.абсцессыифлегмонычелюстно-лицевойобластиучебноепособиедлястудентов,обучающихсяпоосновнымпрофессиональнымпрограммам,программамспециалитетапоспециальности""стоматология""/и.д.тазин,и.д.тазин;рец.н.а.молчанов,2017.-99с."
2605,616.72/Ш718-697004,"шматов,сергейвикторович.клиническаяанатомиявывиховсуставовконечностейучебноепособиедлястудентов,обучающихсяпоспециальностям060101(040100)-лечебноедело,060103(040200)-педиатрия,атакжедляслушателейфусхирургическихспециальностей/с.в.шматов,в.ф.байтингер,а.а.сотников,2008.-183с."
2608,616.8-02/П573-418228,"попелянский,яковюрьевич(неврология;1917-20030112).вертеброгенныезаболеваниянервнойсистемыруководстводляврачейистудентов:в2-хтомах.том2:пельвиомембральныесиндромыпоясничногоостеохондроза,часть1.клиника,этиология,патогенез,1983.-372с."
2612,616.8-07/С445-730680,"скоромец,александранисимович.топическаядиагностиказаболеванийнервнойсистемыруководстводляврачей/а.а.скоромец,1989.-318с."
2620,616.8/G78-394876,"greenberg,marks.handbookofneurosurgery[текст]/marks.greenberg,2010.-1661p."
2621,616.8/L75-285989,"lindsay,kennethw.neurologyandneurosurgeryillustratedtextbook/kennethw.lindsay,ianbone,geraintfuller;il.byrobincallander;forewordbyj.vangijin,2011.-600p."
2623,616.8/S61-225936,"simon,rogerp.clinicalneurology[текст]/rogerp.simon,michaelj.aminoff,davida.greenberg,2018.-438p."
2624,616.8/А502-841655,"алифирова,валентинамихайловна.лечениедемиелинизирующихзаболеванийнервнойсистемыпособиедляврачей/в.м.алифирова,ю.ю.орлова,2006.-45с."
2626,616.8/А502-901413,"алифирова,валентинамихайловна.рассеянныйсклерозучебноепособиедляврачей/в.м.алифирова,ю.ю.орлова,2009.-118с."
2628,616.8/А503-869381,"алифирова,валентинамихайловна.дифференциальнаядиагностикапароксизмальныхсостоянийпособиедляврачей/в.м.алифирова,о.в.гребенюк,2009.-128с."
2636,616.8/Г962-253744,"гусев,евгенийиванович(неврология;19390523).неврологияинейрохирургияучебникдлястудентовмедицинскихвузов:вдвухтомах.-(учебник).том2:нейрохирургия/ред.:а.н.коновалов,а.в.козлов,2010.-420с."
2638,616.8/Г962-346573,"гусев,евгенийиванович(неврология;19390523).неврологияинейрохирургияучебникдлястудентовмедицинскихвузов:в2томах.-(учебник).том1:неврология,2010.-624с."
2640,616.8/Г962-655630,"гусев,евгенийиванович(неврология;19390523).неврологияинейрохирургияв2-хтомах:учебникдлястудентовмедицинскихвузов.-(учебниксприложениемнакомпакт-диске).том1,2007.-608с."
2641,616.8/Ж345-377961,"жариков,николаймихайлович.психиатрияучебникдлястудентовмедицинскихвузов/н.м.жариков,ю.г.тюльпин,2002.-544с."
2643,616.8/Ж860-805121,"жукова,натальягригорьевна.критериидиагностикииалгоритмылеченияболезнипаркинсонаучебноепособиедляслушателейсистемыпослевузовскогопрофессиональногообразованияврачей/н.г.жукова,и.а.жукова,ф.ф.гашилова,2007.-122с."
2644,616.8/К630-279987,"команденко,николайиванович.лекциипотопическойдиагностикезаболеванийнервнойсистемыучебноепособие/н.и.команденко,2006.-132с."
2649,616.8/Л262-408749275,"ласков,борисизраилевич.исследованиебольноговклиникенервныхболезнейучебноепособие/б.и.ласков,н.н.чертков,1972.-101с."
2654,616.8/Н406-168983,"неврология.вегетативнаянервнаясистема(анатомия,физиология,клиническиепроявления,лечение)учебноепособиеподисциплине""неврология""длястудентов,обучающихсяпоспециальностям:лечебноедело-06010165,педиатрия-06010365/т.а.валикова[идр.];рец.:а.в.коваленко,б.м.доронин,2013.-142с."
2656,616.8/Н406-471614,"неврологияболевыхсиндромов:медикаментозныеблокадыучебноепособиедляординаторовиврачей,обучающихсявсистемедополнительногопрофессиональногообразованияпоспециальности14.01.11-нервныеболезни/е.с.королева[идр.];рец.:о.а.кичерова,д.м.плотников,2019.-102с."
2657,616.8/Н406-485219,"неврологияинейрохирургия.2007учебноепособие/всероссийскоеобществоневрологов(м.),2007.-368с."
2665,616.8/С454-303378,"скрипников,александранатольевич.нейрофизиологическиеаспектыдистракционногокраниоостеосинтезамонография/а.а.скрипников,а.п.шеин,г.а.криворучко,2014.-255с."
2670,616.8/Э455-998111,"электроимпеданснаятомографиямонография/я.с.пеккер[идр.],2004.-192с."
2673,616.83/А502-966017,"алифирова,валентинамихайловна.инсульт.эпидемиология,диагностика,лечение,профилактикамонография/в.м.алифирова,о.м.антухова;рец.в.в.шпрах,2009.-292с."
2674,616.83/А502-966017,"алифирова,валентинамихайловна.инсульт.эпидемиология,диагностика,лечение,профилактикамонография/в.м.алифирова,о.м.антухова;рец.в.в.шпрах,2009.-292с."
2676,616.83/Ж860-053216,"жукова,натальягригорьевна.экстрапирамидныедвигательныерасстройства.анатомияифизиология,патогенезиклиническиепроявлениянарушенийэкстрапирамиднойсистемыучебноепособиедлястудентов,обучающихсяпоспециальностям:06010165-лечебноедело,06010365-педиатрия,060112-медицинскаябиохимия,060113-медицинскаябиофизика,060114-медицинскаякибернетика/н.г.жукова,р.в.данильчук,и.а.жукова,2009.-88с."
2678,616.83/Н406-424778,"невралгиятройничногонерва.клиника,диагностикаилечениемонография/в.в.щедренок[идр.];подред.в.в.щедренка,2014.-328с."
2682,616.85/А502-243129,"алифирова,валентинамихайловна.эпилепсияипароксизмальныесостоянияучебноепособиедлястудентов,обучающихсяпоспециальностям""лечебноедело""и""педиатрия""/в.м.алифирова,о.в.гребенюк,н.в.пугаченко;рец.н.г.жукова,2013.-141с."
2683,616.85/А502-769445,"алифирова,валентинамихайловна.головныеболиучебноепособиедляслушателейсистемыпослевузовскогопрофессиональногообразованияврачей/в.м.алифирова,и.м.федорова;рец.:б.м.доронин,в.в.шпрах,2007.-58с."
2684,616.85/А502-769445,"алифирова,валентинамихайловна.головныеболиучебноепособиедляслушателейсистемыпослевузовскогопрофессиональногообразованияврачей/в.м.алифирова,и.м.федорова;рец.:б.м.доронин,в.в.шпрах,2007.-58с."
2697,616.89/И209-429539,"иванова,светланаалександровна.гормональныефакторыврегуляцииагрессиимонография/с.а.иванова,в.а.тощакова,н.а.бохан;рец.м.м.аксенов,2014.-108с."
2702,616.89/Н840-927170,"носачев,геннадийниколаевич.семиотикапсихическихзаболеваний.общаяпсихопатологияучебноепособиедлястудентоввысшихучебныхзаведений,обучающихсяпонаправлениюподготовки31.05.01""лечебноедело""(квалификация(степень)""врачобщейпрактики"")/г.н.носачев,д.в.романов,и.г.носачев;рец.:к.с.лисецкий,к.ю.ретюнский,2019.-336с."
2709,616.89/П863-975830,"психиатрияинаркологияучебникдлястудентов,обучающихсяпоспециальностям:060101(040100)-лечебноедело,060103(040200)-педиатрия,060104(040300)-медико-профилактическоедело,060105(040400)-стоматология,060112(040800)-медицинскаябиохимия,060113(040900)-медицинскаябиофизика,060114(041000)-медицинскаякибернетика/н.н.иванец[идр.],2009.-832с."
2711,616.89/Т583-834088,"тополянский,виктордавидович.психосоматическиерасстройстваруководстводляврачей/в.д.тополянский,м.в.струковская,1986.-383с."
2713,616.89/Т689-161567,"триумфов,александрвикторович.топическаядиагностиказаболеванийнервнойсистемыкраткоеруководство/а.в.триумфов;авт.предисл.е.и.гусев,2009.-264с."
2719,616.9(075.8)/И740-382590,"инфекционныеболезнииэпидемиологияконтрольныетестовыезаданиядлясамоподготовки,2003.-368c."
2721,616.9(075.8)/Ю997-152811,"ющук,николайдмитриевич.эпидемиологияучебноепособиедлястудентовмедицинскихвузов/н.д.ющук,ю.в.мартынов,2003.-448с."
2724,616.9/В581-467267,"власов,василийвикторович.эпидемиологияучебноепособиедлястудентов,обучающихсяпоспециальности040300-медико-профилактическоедело/в.в.власов,2005.-464с."
2728,616.9/З930-076062,"зуева,людмилапавловна.эпидемиологияучебник/л.п.зуева,р.х.яфаев,2006.-752с."
2730,616.9/И465-594662,"ильинских,екатеринаниколаевна.протозоозы.гельминтозыучебноепособиедлястудентовлечебныхипедиатрическихфакультетовмедицинскихвузов/е.н.ильинских;рец.:а.п.помогаева,к.и.чуйкова,2012.-103с."
2732,616.9/И740-211857,"инфекционныеболезнииэпидемиология.сборниктестовыхзаданийучебноепособиедляобучающихсяпоосновнымпрофессиональнымобразовательнымпрограммамвысшегообразования-программамспециалитетапоспециальности""стоматология""/л.в.лукашова[идр.],2015.-84с."
2734,616.9/И740-275436,"инфекционныеболезниудетейучебноепособиедлястудентов,обучающихсяпоспециальности040200-педиатрия/а.п.помогаева[идр.],2005.-296с."
2740,616.9/И740-809826,"инфекционныеболезни.сборниктестовыхзаданийучебноепособиедлястудентовлечебногоипедиатрическогофакультетоввысшихмедицинскихучебныхзаведений/л.в.лукашова[идр.];рец.а.п.помогаева,2013.-127с."
2741,616.9/И740-809826,"инфекционныеболезни.сборниктестовыхзаданийучебноепособиедлястудентовлечебногоипедиатрическогофакультетоввысшихмедицинскихучебныхзаведений/л.в.лукашова[идр.];рец.а.п.помогаева,2013.-127с."
2744,616.9/И740-975519,"инфекционныезаболевания,вызывающиечрезвычайныеситуацииучебноепособиедлястудентовмедицинскихвузовподисциплине""эпидемиология""специальностей""лечебноедело""и""педиатрия""/е.н.ильинских[идр.];рец.а.п.помогаева,2016.-194с."
2746,616.9/К826-753776,"критическиесостояниявинфектологии(схемыитаблицы)учебноепособиедлясамостоятельнойработыстудентов,обучающихсяпоосновнымпрофессиональнымобразовательнымпрограммамвысшегообразования-программамспециалитетапоспециальности""лечебноедело""/л.в.лукашова[идр.];рец.а.п.помогаева,2016.-58с."
2748,616.9/Л840-025426,"лукашова,ларисавладимировна.инфекционныеболезни.сборниктестовыхзаданийучебноепособиедлясамостоятельнойподготовкиординаторовислушателейфакультетаповышенияквалификацииипрофессиональнойпереподготовкипоспециальности14.01.09–инфекционныеболезни/л.в.лукашова,е.и.петрова;рец.е.н.ильинских,2019.-201с."
2757,616.9/М422-516043,"медицинскаяпаразитологияучебно-методическоепособиедлястудентовмедицинскихвузов/н.н.ильинских[идр.];сибирскиймедицинскийуниверситет(томск),сургутскийуниверситет(сургут).том1:протистологияигельминтология,2001.-336с."
2766,616.9/П286-809976,"пестерев,петрниколаевич.сифилисучебноепособиедлястудентов,обучающихсяпоспециальностям060101""лечебноедело"",060103""педиатрия""/п.н.пестерев,а.в.зуев,с.а.хардикова;рец.:н.г.короткий,н.с.потекаев,2010.-108с."
2768,616.9/П555-140920,"помогаева,альбинапетровна.острыереспираторныеинфекцииудетей:клиника,диагностика,лечение,профилактикаучебноепособие/а.п.помогаева,с.в.самарина;рец.:л.в.лукашова,о.в.самодова,2015.-135с."
2771,616.9/У900-320310,"учайкин,василийфедорович.инфекционныеболезниудетейучебноепособиедлястудентов,обучающихсяпоспециальности060103(040200)-педиатрия/в.ф.учайкин,н.и.нисевич,о.в.шамшева,2010.-688с."
2773,616.9/У900-461771,"учайкин,василийфедорович.инфекционныеболезниивакцинопрофилактикаудетейучебноепособиедлястудентов,обучающихсяпоспециальности060103(040200)-педиатрия/в.ф.учайкин,н.и.нисевич,о.в.шамшева,2007.-688с."
2776,616.9/Э710-979585,"эпидемиология.сборниктестовыхзаданийучебноепособиедлястудентов,обучающихсяпоспециальностям060101-""лечебноедело""и060103-""педиатрия""/е.н.ильинских[идр.];рец.а.п.помогаева,2013.-172с."
2781,616.97/П286-773008,"пестерев,петрниколаевич.инфекции,передаваемыеполовымпутемучебноепособиедлястудентов,обучающихсяпоспециальностям06.01.01-лечебноедело,06.01.03-педиатрия/п.н.пестерев,а.в.зуев,с.а.хардикова,2009.-95с."
2785,616/K89-639334,"kumar,vinay.robbinsbasicpathologytextbook/vinaykumar,abulk.abbas,jonc.aster,2018.-935p."
2789,616/Б906-697152,"букреева,екатеринаборисовна.историяболезнивтерапевтическойклиникеучебно-методическоепособиедлястудентов4и5курсовпедиатрическогоилечебногофакультетов/е.б.букреева,л.и.волкова,н.с.ямкина;рец.в.в.боярко,2017.-46с."
2790,616/В191-209730,"васильевал.и.пособиепоклиническойтерминологииучебноепособиедлястудентовмедицинскихинститутов/л.и.васильева,л.м.окатова,1989.-176с."
2792,616/Р851-350543,"руководствокпрактическимзанятиямпообщейпатологииучебноепособиев2-хчастях:длястудентов,обучающихсяпоосновнымобразовательнымпрограммампоспециальностям:30.05.02–медицинскаябиофизика,30.05.03–медицинскаякибернетика/р.и.плешко[идр.];подред.и.в.суходоло;рец.м.в.завьялова;сибирскиймедицинскийуниверситет(томск).часть2:частныйкурс,2019.-151с."
2794,616/Р851-521810,"руководствокпрактическимзанятиямпообщейпатологииучебноепособиедлястудентов3,4курсовмбф,специальность""30.05.01-медицинскаябиохимия""(специалитет),подисциплине""общаяпатология:патологическаяанатомия,патофизиология"".часть2.частныйкурс/р.и.плешко[идр.];подред.и.в.суходоло;рец.м.в.завьялова,2020.-166с."
2797,617(09)/Н346-093680,"научноенаследиепрофессораэ.г.салищевав2-хтомах/в.ф.байтингер[идр.];ред.в.ф.байтингер;межрегиональныйсибирскиймедицинскийфондим.д.д.яблокова(томск),клиникареконструктивнойипластическоймикрохирургии(томск),томскийнаучныйцентрсорамн(томск).-(выдающиесядеятелимедицины).том1,2001.-343с."
2800,617-0/В651-422332,"войно-ясенецкий,валентинфеликсович.очеркигнойнойхирургии[текст]/в.ф.войно-ясенецкий;вступ.ст.ю.л.шевченко;авт.послесл.в.а.лисичкин,2014.-720с.;[8]л.ил.с."
2801,617-0/В659-179715283,"войно-ясенецкий,валентинфеликсович.очеркигнойнойхирургии[текст]/в.ф.войно-ясенецкий,1946.-543с."
2803,617-0/Г725-054761,"гостищев,викторкузьмич.общаяхирургияучебникдлястудентовмедицинскихвузов/в.к.гостищев,2006.-832с."
2808,617-0/К731-087859,"котельников,геннадийпетрович.травматологияиортопедияучебникдлястудентов,обучающихсяпоспециальностям:060101(040100_-лечебноедело,060103(040200)-педиатрия,060104(040300)-медико-профилактическоедело/г.п.котельников,с.п.миронов,в.ф.мирошниченко,2006.-400с."
2815,617-0/П305-700362,"петров,сергейвикторович.общаяхирургияучебник/с.в.петров,2005.-768с."
2818,617-0/С476-810146,"слизовский,григорийвладимирович(детскаяхирургия).детскиехирургическиеболезниучебноепособие:в2-хчастях.-(учебныепособиясибгму).часть1,2015.-145с."
2821,617-001.4/Р228-336668,"раныираневаяинфекцияруководстводляврачей/ред.:м.и.кузин,б.м.костюченок,1990.-591с."
2822,617-002.3/А437-726840,"актуальныевопросыгнойно-септическойхирургиисборниктезисовдокладоввсероссийскойконференции,посвященнойпамятив.ф.войно-ясенецкого/институтхирургииим.а.в.вишневскогоамнссср(м.),красноярскаямедицинскаяакадемияим.в.ф.войно-ясенецкого(красноярск).всероссийскаяконференцияхирургов(2003;красноярск),2003.-275с."
2823,617-002.3/С877-283704,"стручков,викториванович.хирургическаяинфекцияруководстводляврачей/в.и.стручков,в.к.гостищев,ю.в.стручков,1991.-559с."
2827,617-089-053.2/О608-900080,"оперативнаяхирургиястопографическойанатомиейдетскоговозрастаучебник/ю.ф.исаков,ю.м.лопухин,э.а.степанов;ред.ю.ф.исаков,ред.ю.м.лопухин,1989.-590с."
2829,617-089/Б911-444647,"бунятян,арменартаваздович.анестезиологияиреаниматологияучебникдлястудентовмедицинскихинститутов/а.а.бунятян,г.а.рябов,а.з.маневич,1984.-509с."
2830,617-089/З-614-835696,"зильбер,анатолийпетрович.клиническаяфизиологияванестезиологиииреаниматологиимонография/а.п.зильбер,1984.-479с."
2832,617-089/О-608-054083,"оперативнаяхирургияитопографическаяанатомияучебноепособие/ред.в.в.кованов,1995.-400с."
2833,617-089/О-771-572717,"островерхов,георгийефимович.оперативнаяхирургияитопографическаяанатомиямонография/г.е.островерхов,ю.м.бомаш,д.н.лубоцкий,1995.-720с."
2834,617-089/О608-920517,"оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихинститутов/ред.:к.и.кульчицкий,и.и.бобрик,1989.-470с."
2836,617-089/О608-956349,"оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихвузов/ред.в.в.кованов,2001.-408с."
2837,617-089/О608-956349,"оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихвузов/ред.в.в.кованов,2001.-408с."
2839,617-089/О771-257234,"островерхов,георгийефимович.оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихвузов/г.е.островерхов,ю.м.бомаш,д.н.лубоцкий,2005.-736с."
2841,617-089/О771-331072,"островерхов,георгийефимович.оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихвузов/г.е.островерхов,ю.м.бомаш,д.н.лубоцкий,2015.-736с.;[10]л.цв.ил.с."
2843,617-089/О771-839449,"островерхов,георгийефимович.оперативнаяхирургияитопографическаяанатомияучебникдлястудентовмедицинскихвузов/г.е.островерхов,ю.м.бомаш,д.н.лубоцкий,2013.-736с.;[10]л.цв.ил.с."
2847,617.0/Г725-590662,"гостищев,викторкузьмич.руководствокпрактическимзанятиямпообщейхирургии(наанглийскомязыке)учебноепособиедляиностранныхстудентовмедицинскихвузов/в.к.гостищев,2006.-220с."
2850,617.0/П305-283836,"петров,сергейвикторович.общаяхирургияучебноепособиедлямедицинскихвузов/с.в.петров,2007.-768с."
2852,617.0/П305-625768,"петров,сергейвикторович.общаяхирургияучебникскомпакт-дискомдлямедицинскихвузов/с.в.петров,2006.-768с."
2855,617.0/П305-867181,"петров,сергейвикторович.общаяхирургияучебноепособиедлямедицинскихвузов/с.в.петров,2005.-768с."
2857,617.0/П305-899640,"петров,сергейвикторович.общаяхирургияучебникдлястудентовмедицинскихвузов/с.в.петров,2009.-768с."
2858,617.0/П305-920955,"петров,сергейвикторович.общаяхирургияучебник/с.в.петров,2002.-768с."
2861,617.3/A28-064766,"aitken,marcjoseph.rheumatologyandorthopaedics[текст]/marcjosephaitken,anthonygibson,2019.-229p."
2862,617.3/D84-717644,"duckwortht.orthopaedicsandfractureslecturenotes/t.duckworth,c.m.blundell,2010.-245p."
2863,617.3/D84-859972,"duckworth,andrewd.orthopaedics,traumaandrheumatology[текст]/andrewd.duckworth,daniele.porter,stuarth.ralston,2017.-310p."
2866,617.5/З139-500697,"завьялова,маринавикторовна.патологическаяанатомияголовыишеиучебноепособиедлястудентов,обучающихсяпоспециальности06020-стоматология/м.в.завьялова,с.в.вторушин,и.в.степанов;подред.в.м.перельмутера;рец.:в.а.шкурупий,е.л.казачков,2013.-167с."
2868,617.5/З139-698646,"завьялова,маринавикторовна.патологическаяанатомияголовыишеиприложениекучебномупособию/м.в.завьялова,с.в.вторушин,и.в.степанов;подобщ.ред.в.м.перельмутера,2013.-27с."
2874,617.55-089/Д368-638586,"дерюгина,мариястепановна.реконструктивно-пластическаяхирургиясложныхвентральныхгрыжидиастазовпрямыхмышцживотамонография/м.с.дерюгина,1999.-366с."
2876,617.55-597133,"introductiontoabdominalultrasonography[текст]/higashiy.,mizushimaa.,matsumotoh.,1991.-215p."
2878,617.55/Г917-159606,"грыжиживота.современныеаспектыэтиологии,патогенеза,диагностикиилеченияучебноепособиедлястудентовмедицинскихвузовисистемыпоследипломногопрофессиональногообразованияврачейпоспециальности14.01.17""хирургия""/в.и.белоконев[идр.];рец.:и.г.лещенко,а.л.шестаков,2015.-184с.;[16]л.цв.ил.с."
2880,617.55/Д368-854567,"дерюгина,мариястепановна.атласпластическойгерниологииучебноепособиедлястудентов,обучающихсяпоспециальностям040100-лечебноедело,040200-педиатрия/м.с.дерюгина,2007.-132с."
2884,617.7(076.5)(07/К561-378302,"ковалевский,евгенийигнатьевич.глазныеболезни.атласруководствокпрактическимзанятиям:учебноепособиедлястудентовпедиатрическихфакультетовмедицинскихинститутов/е.и.ковалевский,1985.-279с."
2885,617.7/В624-677212915,"водовозов,александрмихайлович.световыерефлексыглазногоднаатлас/а.м.водовозов,1980.-224с."
2887,617.7/Г524-081737,"глазныеболезниучебникдлястудентовмедицинскихвузов/ред.в.г.копаева,2002.-560с."
2889,617.7/Г524-244702,"глазныеболезниучебникдлястудентовмедицинскихвузовибазовоепособиедляординаторовипрактикующихврачей/с.э.аветисов[идр.];подред.в.г.копаевой;рец.:л.а.деев,а.н.куликов,2018.-495с."
2891,617.7/З139-813497,"завьялова,натальягеннадьевна.ультразвуковаядиагностикавофтальмологиипособиедляврачей/н.г.завьялова,в.д.завадовская,2009.-62с."
2893,617.7/З337-323330,"запускалов,игорьвикторович.биомеханика""периферическогосердца""втканяхглазамонография/и.в.запускалов,о.и.кривошеина,ю.и.хороших;рец.м.а.медведев,2013.-140с."
2894,617.7/З337-640072,"запускалов,игорьвикторович.механикакровообращенияглазамонография/и.в.запускалов,о.и.кривошеина;рец.м.а.медведев,2005.-112с."
2896,617.7/З337-684878,"запускалов,игорьвикторович.офтальмология.патологияпридаточногоаппаратаглазногояблокаучебноепособиедлястудентов,обучающихсяпоспециальности06020165лечебноедело,06010365педиатрия/и.в.запускалов,о.и.кривошеина,а.а.фетисов,2013.-90с."
2898,617.7/М545-569365,"методыобследованиябольныхсзаболеваниямиглазметодическиерекомендациидляврачейобщейсемейнойпрактики/о.г.шилова[идр.],2009.-12с."
2899,617.7/Н528-826082,"неотложнаяофтальмологияучебноепособиедлястудентовмедицинскихвузов,обучающихсяпоспециальности060101(040100)-лечебноедело/ред.:е.а.егоров,2006.-184с."
2902,617.7/О917-500970,"офтальмологияучебникдлястудентовмедицинскихвузов,обучающихсяпоспециальности040100-лечебноедело,040200-педиатрия,040300-медико-профилактическоедело,040400-стоматология/ред.:е.и.сидоренко,2006.-408с."
2908,617/А437-659553,"актуальныевопросысовременнойхирургиисборникнаучно-практическихработ,посвященный70-летиюзаведующегокафедройобщейхирургииим.проф.м.и.гульманакрасгмуим.проф.в.ф.войно-ясенецкогозаслуженногодеятелянаукирф,заслуженноговрачароссии,академикараен,профессора,докторамедицинскихнаукюриясеменовичавинника/красноярскиймедицинскийуниверситетим.в.ф.войно-ясенецкого(красноярск),2018.-406с."
2910,617/Б189-277549,"байтингер,владимирфедорович.время,вперед!историяорганизации,становленияиразвитиямикрохирургическойслужбытомскойобласти/в.ф.байтингер,2018.-100с."
2912,617/В290-598411,"венгеровский,александрисаакович.первыйдетскийхирургсибирипрофессори.с.венгеровскийбиографияиобзорнаучной,педагогическойиврачебнойдеятельности/а.и.венгеровский,е.и.гришина,2013.-102с."
2914,617/В634-669593,"военно-полеваяхирургияучебникдлястудентовмедицинскихвузов/ред.е.к.гуманенко,2005.-464с."
2919,617/К493-224262,"клиническаяхирургияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальности060101.65""лечебноедело""дисциплины""хирургическиеболезни""/н.в.мерзликин[идр.];сибирскиймедицинскийуниверситет(томск).том1,2009.-440с."
2922,617/К493-655710,"клиническаяхирургияучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальности060101.65""лечебноедело""дисциплины""хирургическиеболезни""/н.в.мерзликин[идр.];сибирскиймедицинскийуниверситет(томск).том2,2009.-432с."
2924,617/К633-799246,"комкова,татьянаборисовна.сборникситуационныхзадачпообщейхирургииучебноепособиедлястудентов,обучающихсяпоосновнымобразовательнымпрограммамвысшегообразования-программамспециалитетапоспециальности""лечебноедело""и""педиатрия""/т.б.комкова,с.р.баширов;рец.а.о.ивченко,2020.-111с."
2925,617/Н346-882665,"научноенаследиепрофессораэ.г.салищевав2-хтомах/сост.:с.а.некрылов,в.ф.байтингер;подобщ.ред.в.ф.байтингера.-(выдающиесядеятелимедицины).том2,2017.-340с."
2931,617/С476-202048,"слизовский,григорийвладимирович(детскаяхирургия;19580105).частныевопросыдетскойхирургииучебноепособиев2-хчастях:длястудентов5курса,обучающихсяпоосновнымобразовательнымпрограммам–программамспециалитетапоспециальности""педиатрия"".часть1,2019.-199с."
2933,617/С877-145711,"стручков,викториванович.руководствопогнойнойхирургиипроизводственно-практическоеиздание/в.и.стручков,в.к.гостищев,ю.в.стручков,1984.-512с."
2938,617/Х501-192996,"хирургическиеболезниучебникдлястудентовучрежденийвысшегопрофессиональногообразования,обучающихсяпоспециальности060101.65""лечебноедело""дисциплины""хирургическиеболезни"":в2-хтомах/н.в.мерзликин[идр.];сибирскиймедицинскийуниверситет(томск).том1,2012.-400с.;[6]л.цв.ил.с."
2940,617/Х501-300693,"хирургическиеболезниучебникдлямедицинскихвузов:в2-хтомах/ред.:в.с.савельев,а.и.кириенко.-(учебникскомпакт-диском).том2,2006.-400с."
2943,617/Х501-445875,"хирургическиеболезниучебникдлястудентовмедицинскихвузов/ред.:м.и.кузин,2006.-784с."
2945,617/Х501-648122,"хирургическиеболезниучебникдлямедицинскихвузов:в2-хтомах/ред.:в.с.савельев,а.и.кириенко.-(учебникскомпакт-диском).том1,2006.-608с."
